filepath,composer,era,n_notes,pitch_mean,pitch_std,prime_sum_ratio,phi_density_ratio,interval_self_similarity,rw_corr_mean,rw_corr_z
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_23_R2_2011_MID--AUDIO_R2-D6_03_Track03_wav.midi,Franz Schubert,Romantic,2885,60.8315424610052,10.488156721574482,0.08457538994800694,0.045060658578856154,0.11573233053297595,0.1434295112616091,30.2403333007517
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_15_R2_2008_01-04_ORIG_MID--AUDIO_15_R2_2008_wav--2.midi,Franz Schubert,Romantic,1082,64.55914972273567,9.548722922118285,0.10628465804066543,0.12014787430683918,0.06819995822565557,0.09117235202847873,12.234081420486419
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_02_Track02_wav.midi,Franz Schubert,Romantic,2773,57.99495131626397,12.763683737284158,0.09700685178507032,0.04688063469166967,0.06372234378737723,0.08380667983257865,21.685513584838958
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_09_R2_2006_01_ORIG_MID--AUDIO_09_R2_2006_02_Track02_wav.midi,Franz Schubert,Romantic,2812,58.05192034139402,12.722562305531111,0.08783783783783784,0.04623044096728307,0.08389541905694756,0.09845166478245833,20.468996437781428
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_02_Track02_wav.midi,Franz Schubert,Romantic,2514,64.31304693715195,15.849263000320423,0.09665871121718377,0.05171042163882259,0.09220694905814288,0.11041259075395074,23.658178888992538
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_02_Track02_wav.midi,Franz Schubert,Romantic,2609,64.60214641625144,16.056519424016674,0.0939057110003833,0.04982752012265236,0.07739906172857909,0.08930890279002096,17.80704205283883
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_02_Track02_wav.midi,Franz Schubert,Romantic,2569,64.14013234721682,15.906249672730116,0.08875048657065006,0.0506033476060724,0.07768728290549629,0.09725535553962472,25.702852577802492
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_03_Track03_wav.midi,Franz Schubert,Romantic,3060,67.0045751633987,13.325070183970858,0.08562091503267974,0.042483660130718956,0.06564013656375617,0.08337148474875308,19.366472047026935
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--2.midi,Franz Schubert,Romantic,2616,63.26873088685015,13.800263733831205,0.07912844036697247,0.04969418960244648,0.06870444048565126,0.09026421881629786,17.34295860669991
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--2.midi,Franz Schubert,Romantic,2648,63.10271903323263,13.844546687031542,0.08459214501510574,0.04909365558912387,0.06637977474272418,0.08701043054423062,18.134612878348452
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_01_Track01_wav.midi,Franz Schubert,Romantic,4573,60.997375902033674,13.20228966245075,0.08681390771922151,0.028427727968510823,0.09445686320701961,0.11485938629930337,29.805599686006094
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_03_Track03_wav.midi,Franz Schubert,Romantic,4693,64.57340720221606,10.958865432226677,0.088429575964202,0.027700831024930747,0.0765395838612196,0.08755382058886213,23.56005695000213
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_04_Track04_wav.midi,Franz Schubert,Romantic,4017,66.09136171272094,13.125137079800833,0.09136171272093602,0.032362459546925564,0.06644255381903098,0.08714859347796158,24.134919538129306
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_03_Track03_wav.midi,Franz Schubert,Romantic,4560,64.61052631578947,10.993481868027109,0.0905701754385965,0.02850877192982456,0.06130970697817364,0.07060173897226789,18.454440999743966
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_23_R2_2006_01_ORIG_MID--AUDIO_23_R2_2006_04_Track04_wav.midi,Franz Schubert,Romantic,4015,66.10909090909091,13.111118343020438,0.08717310087173101,0.0323785803237858,0.06467307269527812,0.08185705192563701,24.635314527896533
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--3.midi,Franz Schubert,Romantic,3410,64.48651026392962,12.463976002561004,0.08475073313782991,0.03812316715542522,0.06987901532269239,0.07939759655408385,16.438213722385008
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_01_WAV.midi,Franz Schubert,Romantic,4543,61.00968523002421,13.268486527246585,0.08562623816861105,0.028615452344265904,0.06619376410648713,0.08495971336472463,19.85687508382513
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_02_WAV.midi,Franz Schubert,Romantic,4307,64.508706756443,11.938395615666405,0.09380078941258417,0.03018342233573253,0.06553833440173656,0.08590135797791146,26.91702787711558
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_03_WAV.midi,Franz Schubert,Romantic,2994,64.53239812959252,10.98580120504235,0.0895123580494322,0.04342017368069472,0.07568374229023121,0.09327704246550486,20.538154295829276
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R2_2009_01_ORIG_MID--AUDIO_09_R2_2009_09_R2_2009_04_WAV.midi,Franz Schubert,Romantic,4064,65.95423228346456,13.242843550994746,0.08095472440944881,0.03198818897637795,0.07956512356157142,0.09511931245743516,26.77825652707098
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_03_WAV.midi,Franz Schubert,Romantic,3297,67.58689717925387,10.864083708208893,0.0843190779496512,0.039429784652714586,0.0858810514581662,0.10847422254520023,19.22126616365171
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_21_R2_2009_01_ORIG_MID--AUDIO_21_R2_2009_21_R2_2009_04_WAV.midi,Franz Schubert,Romantic,5796,64.6123188405797,13.191833800727437,0.0914423740510697,0.022429261559696344,0.07868840190266048,0.10278743382339642,27.435979854850725
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_03_WAV.midi,Franz Schubert,Romantic,3307,67.58240096764439,10.818964072001814,0.0898094950105836,0.03931055337163592,0.07275783704181574,0.09837308593922958,28.109378219566167
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_10_R2_2009_01_ORIG_MID--AUDIO_10_R2_2009_10_R2_2009_04_WAV.midi,Franz Schubert,Romantic,5762,64.75216938562998,13.093422479715874,0.08625477264838598,0.022561610551891705,0.06462062209735103,0.08490650187203247,38.34849946492315
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_03_Track03_wav.midi,Franz Schubert,Romantic,3304,67.59685230024213,10.846482777343157,0.09594430992736078,0.03934624697336562,0.07235130737539196,0.08713472267879732,18.70443302325213
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_14_R2_2004_01_ORIG_MID--AUDIO_14_R2_2004_04_Track04_wav.midi,Franz Schubert,Romantic,5800,64.83275862068966,13.165247983193382,0.08120689655172414,0.022413793103448276,0.07313866313270401,0.09702097247506938,32.10779326080789
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_02_Track02_wav.midi,Franz Schubert,Romantic,2819,57.852784675416814,12.609110959592204,0.09613338063142958,0.04611564384533522,0.0707242053453698,0.09493295508213517,21.49442202562021
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_03_Track03_wav.midi,Franz Schubert,Romantic,3291,67.47797022181707,10.825024083656986,0.09206927985414767,0.03950167122455181,0.07856377511947422,0.1062302903121283,25.88123174755531
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_16_R2_2004_01_ORIG_MID--AUDIO_16_R2_2004_04_Track04_wav.midi,Franz Schubert,Romantic,5826,64.87435633367662,13.105241106599669,0.08753861997940268,0.022313765877102643,0.06872563187056929,0.08551227430524545,27.895958468368818
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_01_WAV.midi,Franz Schubert,Romantic,5303,60.116914953799736,13.11359379452972,0.08957194041108807,0.02451442579671884,0.08221570216525581,0.10157909681039856,34.26744557786827
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_02_WAV.midi,Franz Schubert,Romantic,3285,59.012176560121766,11.810702688761243,0.09223744292237443,0.0395738203957382,0.07171378455576405,0.09096616716029074,32.93093601872353
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_03_WAV.midi,Franz Schubert,Romantic,1819,60.49312809235844,12.876174009383803,0.08466190214403518,0.07146783947223749,0.08314574050901248,0.09986568601224938,15.228937019267535
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_17_R2_2009_01_ORIG_MID--AUDIO_17_R2_2009_17_R2_2009_04_WAV.midi,Franz Schubert,Romantic,7715,61.40855476344783,13.880530130576691,0.08788075178224239,0.016850291639662993,0.09480567234204278,0.10823473722038385,42.323119086152595
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_02_WAV.midi,Franz Schubert,Romantic,3930,61.83358778625954,12.498866782344809,0.09745547073791348,0.03307888040712468,0.10502664833737209,0.13553520407645064,29.46026610716646
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_03_WAV.midi,Franz Schubert,Romantic,3305,60.31285930408472,10.762748883715126,0.0907715582450832,0.039334341906202726,0.10050202012272619,0.11085979539828351,26.847367570361197
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_16_R2_2009_01_ORIG_MID--AUDIO_16_R2_2009_16_R2_2009_04_WAV.midi,Franz Schubert,Romantic,7474,64.71032914102221,12.275023115224808,0.08268664704308269,0.017393631255017392,0.09665344743840261,0.11794815451363824,40.394926761530826
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_01_WAV.midi,Franz Schubert,Romantic,5350,60.02523364485981,13.069173213972334,0.08373831775700935,0.024299065420560748,0.0666268899025413,0.08517213523097175,24.520837195469998
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_01_WAV.midi,Franz Schubert,Romantic,5286,59.9216799091941,13.16461721154853,0.08664396519107076,0.024593265228906546,0.08578098611988022,0.0988444042252245,47.26835661697129
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_02_WAV.midi,Franz Schubert,Romantic,3275,58.95633587786259,11.713510904901533,0.08396946564885496,0.03969465648854962,0.07989968881951028,0.1034902909784812,28.66911833095584
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_02_WAV.midi,Franz Schubert,Romantic,3394,59.06482027106659,11.742118804498805,0.09133765468473777,0.03830288744843842,0.07931116340227891,0.09471265137540268,17.5315430148372
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_03_WAV.midi,Franz Schubert,Romantic,1831,60.56581103222283,12.845887754716745,0.10376843255051885,0.070999453850355,0.0732017825856782,0.09322105017987548,17.08452803050393
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_03_WAV.midi,Franz Schubert,Romantic,1551,60.06060606060606,12.743218649698811,0.08704061895551257,0.08381689232753063,0.0816233616094389,0.10202466425702379,13.71573918032538
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_07_R2_2009_01_ORIG_MID--AUDIO_07_R2_2009_07_R2_2009_04_WAV.midi,Franz Schubert,Romantic,7580,61.42440633245383,13.893173685063367,0.08047493403693931,0.017150395778364115,0.07490512746708411,0.09633127664613023,34.078588470445965
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_12_R2_2009_01_ORIG_MID--AUDIO_12_R2_2009_12_R2_2009_04_WAV.midi,Franz Schubert,Romantic,7540,61.19297082228117,13.840816447288457,0.08408488063660477,0.017241379310344827,0.09269422703947384,0.10404079441816355,37.51830465915711
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_06_R2_2004_01_ORIG_MID--AUDIO_06_R2_2004_02_Track02_wav.midi,Franz Schubert,Romantic,3391,59.19846652904748,11.790331773707866,0.08817457976997936,0.038336773813034505,0.08326718644842328,0.10324790993741442,35.21437460621948
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_19_R2_2004_01_ORIG_MID--AUDIO_19_R2_2004_01_Track01_wav.midi,Franz Schubert,Romantic,5258,60.15880562951693,13.13654189066001,0.0897679726131609,0.024724229745150247,0.10433737663215643,0.12114926806456647,36.67435042528842
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_19_R2_2004_01_ORIG_MID--AUDIO_19_R2_2004_02_Track02_wav.midi,Franz Schubert,Romantic,3215,58.990668740279936,11.658352188798988,0.0926905132192846,0.04043545878693624,0.07781272165640352,0.10325256157029214,37.59163284422687
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_01_Track01_wav.midi,Franz Schubert,Romantic,5236,59.996753246753244,13.061505680244675,0.0889992360580596,0.02482811306340718,0.08660093498496003,0.10753151519537923,33.874771669060976
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_02_Track02_wav.midi,Franz Schubert,Romantic,3178,58.96664568911265,11.751899066477469,0.08370044052863436,0.04090623033354311,0.07903773111376483,0.09257767871735804,19.83383606846946
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_03_Track03_wav.midi,Franz Schubert,Romantic,1819,60.48873007146784,12.850870407873071,0.09180868609125893,0.07146783947223749,0.078695675470829,0.1018278595421772,14.974815552890863
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_22_R2_2004_01_ORIG_MID--AUDIO_22_R2_2004_04_Track04_wav.midi,Franz Schubert,Romantic,7594,61.26968659468001,13.81259154752061,0.08822754806426125,0.017118777982617857,0.07815206089592713,0.09805804576696278,36.341263428521025
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_01_Track01_wav.midi,Franz Schubert,Romantic,5839,63.18393560541188,14.035580097598631,0.08563110121596164,0.022264086316150025,0.059313423765367655,0.0754908356470964,25.86291698603129
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_03_Track03_wav.midi,Franz Schubert,Romantic,4738,62.51730688054031,12.727682284497812,0.09223300970873786,0.027437737441958633,0.062121912245938125,0.07960456649447441,18.53155006464909
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_15_R2_2004_01_ORIG_MID--AUDIO_15_R2_2004_04_Track04_wav.midi,Franz Schubert,Romantic,5806,65.56372717878057,11.759268088208119,0.08629004478126076,0.022390630382363073,0.07812084900552485,0.09950580885375804,34.27288243619603
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_02_Track02_wav.midi,Franz Schubert,Romantic,3509,63.46793958392704,12.451394736851837,0.09062410943288686,0.037047591906526074,0.06964691761902492,0.0868638082911306,18.161601081521468
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_03_Track03_wav.midi,Franz Schubert,Romantic,2805,62.73725490196078,11.69096055062817,0.09518716577540107,0.04634581105169341,0.06080737590567981,0.080503613200196,21.662158300233372
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_17_R2_2004_01_ORIG_MID--AUDIO_17_R2_2004_04_Track04_wav.midi,Franz Schubert,Romantic,6557,65.76056123227086,11.902673800770307,0.08464236693609882,0.019826140003050174,0.05712376211654257,0.07218892518273155,19.164288172377248
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_02_WAV.midi,Franz Schubert,Romantic,3457,63.54903095169222,12.65720286158608,0.0862019091698004,0.03760485970494649,0.06743788554536684,0.08444236699697139,19.170677105760937
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_19_R2_2009_01_ORIG_MID--AUDIO_19_R2_2009_19_R2_2009_02_WAV.midi,Franz Schubert,Romantic,3652,63.33515881708653,12.503096720551822,0.08433734939759036,0.035596933187294635,0.07495278284503176,0.08621186135999523,16.471125187505304
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_03_WAV.midi,Franz Schubert,Romantic,2891,62.948114839156,11.63357622972089,0.08128675198893116,0.044967139398132135,0.055158294394190156,0.07266046122751217,12.141785386014522
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_19_R2_2009_01_ORIG_MID--AUDIO_19_R2_2009_19_R2_2009_03_WAV.midi,Franz Schubert,Romantic,2987,62.89286909943087,11.654117412549512,0.09641781051221962,0.04352192835621024,0.06671678850347272,0.08122048842255337,13.574000266168571
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_08_R2_2009_01_ORIG_MID--AUDIO_08_R2_2009_08_R2_2009_04_WAV.midi,Franz Schubert,Romantic,6775,65.74568265682657,11.886913708903146,0.08678966789667897,0.01918819188191882,0.05758068955989746,0.07642616179100595,23.67547750507237
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_19_R2_2009_01_ORIG_MID--AUDIO_19_R2_2009_19_R2_2009_04_WAV.midi,Franz Schubert,Romantic,6745,65.7583395107487,11.879516812726758,0.08094885100074128,0.01927353595255745,0.06425986658979002,0.08211464760861073,25.626057606288708
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_20_R2_2004_01_ORIG_MID--AUDIO_20_R1_2004_02_Track02_wav.midi,Franz Schubert,Romantic,3306,63.64730792498488,12.838269425403155,0.09649122807017543,0.03932244404113733,0.0874047424318558,0.11134624101485463,29.34727479796586
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_03_WAV.midi,Franz Schubert,Romantic,4741,66.68550938620544,14.273905480345956,0.0890107572242143,0.027420375448217675,0.06880025103708555,0.08105018308966963,20.428338564898485
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--3.midi,Franz Schubert / Franz Liszt,Other,2074,61.17936354869817,10.871859864536505,0.09305689488910318,0.0626808100289296,0.07300713463142204,0.09716396705448735,13.26991572792011
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_03_R2_2011_MID--AUDIO_R2-D1_08_Track08_wav.midi,Franz Schubert / Franz Liszt,Other,2360,65.97669491525424,13.538390458066235,0.1,0.05508474576271186,0.07599006877801712,0.08721875133694872,13.25323650512701
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_11_R1_2006_01-06_ORIG_MID--AUDIO_11_R1_2006_04_Track04_wav.midi,Franz Schubert / Franz Liszt,Other,6287,61.634483855575,10.551335903244983,0.08366470494671545,0.02067758867504374,0.05135472634753135,0.06848822150374853,23.4548209055216
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--2.midi,Franz Schubert / Franz Liszt,Other,2774,62.61968276856525,10.153219933870034,0.09228550829127613,0.04686373467916366,0.06928906641640117,0.08904017632287367,23.50921944958841
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_02_Track02_wav.midi,Franz Schubert / Franz Liszt,Other,3315,61.358069381598796,11.824023550564176,0.08386123680241327,0.0392156862745098,0.06672785992623377,0.08529233387706227,23.28577986475846
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_03_Track03_wav.midi,Franz Schubert / Franz Liszt,Other,2811,62.36677339025258,10.107195935995216,0.0903593027392387,0.04624688722874422,0.05571238525140776,0.07384997724423671,13.818371293660523
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_04_Track04_wav.midi,Franz Schubert / Franz Liszt,Other,2057,69.47399124939231,15.935255162340136,0.0850753524550316,0.06319883325230918,0.06356375632183381,0.07791245556449522,10.727296234188406
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_18_R1_2004_01-02_ORIG_MID--AUDIO_18_R1_2004_05_Track05_wav.midi,Franz Schubert / Franz Liszt,Other,4619,60.61311972288374,12.03190574179106,0.08313487767915133,0.028144620047629357,0.06387324006589683,0.07965139702593473,32.934896567743216
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_25_R2_2011_MID--AUDIO_R2-D6_08_Track08_wav.midi,Franz Schubert / Franz Liszt,Other,2345,61.26908315565032,11.288411487636067,0.10149253731343283,0.05543710021321962,0.0642188947419426,0.07851718485195802,13.278653178725595
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_05_Track05_wav.midi,Franz Schubert / Franz Liszt,Other,2210,69.6420814479638,16.097523578203955,0.08687782805429864,0.058823529411764705,0.06504564998611162,0.0838390025552013,16.76798130253528
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--4.midi,Franz Schubert / Leopold Godowsky,Other,1562,62.00576184379001,10.634449496656176,0.09539052496798976,0.08322663252240717,0.06910636249680148,0.07354272460162524,9.969987952994057
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_17_R2_2011_MID--AUDIO_R2-D5_06_Track06_wav.midi,Fritz Kreisler / Sergei Rachmaninoff,Other,5881,67.32052372045571,14.052545577308635,0.08961061044040129,0.02210508416935895,0.04962060728392703,0.06580289436878982,26.698322797972367
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_05_R1_2004_01_ORIG_MID--AUDIO_05_R1_2004_03_Track03_wav.midi,Frédéric Chopin,Romantic,6132,64.27315720808872,15.638828970594384,0.08333333333333333,0.021200260926288322,0.12156739040675198,0.1482098440847859,58.630489874188946
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_07_Track07_wav.midi,Frédéric Chopin,Romantic,5643,65.05564416090732,14.13025484646806,0.08842814105972001,0.02303739145844409,0.06608731242988203,0.07864568428095688,23.20167735754563
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_06_Track06_wav.midi,Frédéric Chopin,Romantic,5369,64.87204321102627,13.978358427171997,0.08195194635872602,0.024213075060532687,0.0799776688741043,0.0941867441319571,28.068574123225204
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--2.midi,Frédéric Chopin,Romantic,5459,64.86242901630335,14.263167055575568,0.08371496611100934,0.023813885326982965,0.05536704707870796,0.07146428852968094,27.409172993055932
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--5.midi,Frédéric Chopin,Romantic,5502,64.80025445292621,14.041219630698563,0.08160668847691749,0.023627771719374774,0.06747506025552201,0.08906262269924156,31.162820319700284
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_12_R2_2013_wav--3.midi,Frédéric Chopin,Romantic,5450,65.18238532110092,14.191060042714614,0.08862385321100917,0.023853211009174313,0.06338908224878931,0.07713022281860452,23.267138175112898
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--3.midi,Frédéric Chopin,Romantic,5606,65.23760256867642,14.163886543439764,0.08455226542989654,0.023189439885836605,0.05589434657909118,0.07065025100264336,22.213266668843282
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_04_R2_2011_MID--AUDIO_R2-D2_03_Track03_wav.midi,Frédéric Chopin,Romantic,5313,64.94993412384717,14.094239849233224,0.08526256352343309,0.024468285337850556,0.058844677244242055,0.07849101548969734,24.338507228011387
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_05_Track05_wav.midi,Frédéric Chopin,Romantic,5590,65.04239713774598,14.063089077327332,0.08622540250447228,0.023255813953488372,0.06132507379578171,0.07795097275039133,26.220127328183153
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_10_Track10_wav.midi,Frédéric Chopin,Romantic,5308,65.09155990957046,14.075755194790895,0.08157498116051243,0.024491333835719668,0.052257779442928955,0.06855720798915722,24.948039686796207
